state_abbr,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
MD,0.105217619861,0.102610801002,0.100003982143,0.100390374265,0.100776766387,0.10230385418,0.103830941973,0.10252284987,0.101214757766,0.10085993961,0.100505121453,0.0999954795181,0.0994858375832,0.0992701898863,0.0990545421895,0.0987465114205,0.0984384806515,0.0983519463274,0.0982654120034,0.0979152057408,0.0975649994782,0.0975062198585,0.0974474402388,0.0970428456356,0.0966382510325,0.0961401559947,0.0956420609568,0.094699793701,0.0937575264452,0.0935404078156,0.093323289186,0.0933160557366,0.0933088222871,0.0936290456274,0.0939492689678,0.0935981121123,0.0932469552568
ME,0.227940263555,0.23056273396,0.233185204365,0.23491527933,0.236645354296,0.243723132758,0.250800911219,0.243857988536,0.236915065853,0.236069500251,0.235223934649,0.232937366378,0.230650798106,0.266879216622,0.303107635138,0.281634261196,0.260160887254,0.250295555625,0.240430223996,0.235497558156,0.230564892317,0.228098559422,0.225632226527,0.223165893633,0.220699560738,0.215608261787,0.210516962836,0.207425585845,0.204334208855,0.200195005816,0.196055802777,0.19411533214,0.192174861502,0.188485693722,0.184796525942,0.188829104284,0.192861682626
MI,0.101262367566,0.102121911724,0.102981455881,0.103139262037,0.103297068192,0.103306642039,0.103316215887,0.103622023876,0.103927831866,0.103234253909,0.102540675953,0.102289819592,0.102038963231,0.102179833234,0.102320703237,0.102423345818,0.102525988399,0.102741344361,0.102956700324,0.102621732268,0.102286764213,0.102107850018,0.101928935823,0.101510681831,0.101092427839,0.100526039971,0.0999596521026,0.0992411668208,0.098522681539,0.0985434375219,0.0985641935048,0.0982773763539,0.097990559203,0.0985696115604,0.0991486639177,0.0990163452958,0.0988840266739
MN,0.0784481692758,0.0804587514734,0.0824693336711,0.0816010418431,0.0807327500151,0.0805684049911,0.0804040599671,0.0812407660085,0.08207747205,0.0829808787844,0.0838842855189,0.093134674116,0.102385062713,0.105824405094,0.109263747474,0.105427741112,0.10159173475,0.105334259575,0.109076784399,0.10948243843,0.10988809246,0.110273922358,0.110659752256,0.119508137287,0.128356522318,0.130343676368,0.132330830418,0.126609895838,0.120888961257,0.124760873081,0.128632784904,0.131095314568,0.133557844233,0.139405155579,0.145252466925,0.149376999589,0.153501532254
MO,0.0784481692758,0.0804587514734,0.0824693336711,0.0816010418431,0.0807327500151,0.0805684049911,0.0804040599671,0.0812407660085,0.08207747205,0.0829808787844,0.0838842855189,0.093134674116,0.102385062713,0.105824405094,0.109263747474,0.105427741112,0.10159173475,0.105334259575,0.109076784399,0.10948243843,0.10988809246,0.110273922358,0.110659752256,0.119508137287,0.128356522318,0.130343676368,0.132330830418,0.126609895838,0.120888961257,0.124760873081,0.128632784904,0.131095314568,0.133557844233,0.139405155579,0.145252466925,0.149376999589,0.153501532254
MS,0.0859945147714,0.0859667881983,0.0859390616251,0.0866899858135,0.0874409100018,0.0872327570554,0.0870246041091,0.0866401881075,0.0862557721059,0.086342367212,0.086428962318,0.0866388147775,0.086848667237,0.0869080919566,0.0869675166763,0.0866344898836,0.0863014630909,0.0861089181724,0.0859163732539,0.0857476350879,0.085578896922,0.0853848686607,0.0851908403993,0.0848901916063,0.0845895428133,0.0841413839851,0.0836932251568,0.0834299811691,0.0831667371814,0.0828107363057,0.08245473543,0.0823772092782,0.0822996831263,0.0821692109361,0.0820387387458,0.0822052107494,0.082371682753
MT,0.0943759032615,0.0934091188516,0.0924423344418,0.0923053482976,0.0921683621535,0.0918127170504,0.0914570719473,0.0908868201715,0.0903165683958,0.0897366956691,0.0891568229424,0.0885658884607,0.0879749539791,0.0875044544219,0.0870339548647,0.0865840550931,0.0861341553214,0.0857017590803,0.0852693628392,0.0848381870618,0.0844070112843,0.0841480724293,0.0838891335742,0.083730705806,0.0835722780377,0.0833685748152,0.0831648715928,0.0829553823319,0.0827458930711,0.0834117829682,0.0840776728653,0.0843896201787,0.0847015674922,0.084896335295,0.0850911030979,0.0849959584736,0.0849008138493
NC,0.105217619861,0.102610801002,0.100003982143,0.100390374265,0.100776766387,0.10230385418,0.103830941973,0.10252284987,0.101214757766,0.10085993961,0.100505121453,0.0999954795181,0.0994858375832,0.0992701898863,0.0990545421895,0.0987465114205,0.0984384806515,0.0983519463274,0.0982654120034,0.0979152057408,0.0975649994782,0.0975062198585,0.0974474402388,0.0970428456356,0.0966382510325,0.0961401559947,0.0956420609568,0.094699793701,0.0937575264452,0.0935404078156,0.093323289186,0.0933160557366,0.0933088222871,0.0936290456274,0.0939492689678,0.0935981121123,0.0932469552568
ND,0.0784481692758,0.0804587514734,0.0824693336711,0.0816010418431,0.0807327500151,0.0805684049911,0.0804040599671,0.0812407660085,0.08207747205,0.0829808787844,0.0838842855189,0.093134674116,0.102385062713,0.105824405094,0.109263747474,0.105427741112,0.10159173475,0.105334259575,0.109076784399,0.10948243843,0.10988809246,0.110273922358,0.110659752256,0.119508137287,0.128356522318,0.130343676368,0.132330830418,0.126609895838,0.120888961257,0.124760873081,0.128632784904,0.131095314568,0.133557844233,0.139405155579,0.145252466925,0.149376999589,0.153501532254
NE,0.0784481692758,0.0804587514734,0.0824693336711,0.0816010418431,0.0807327500151,0.0805684049911,0.0804040599671,0.0812407660085,0.08207747205,0.0829808787844,0.0838842855189,0.093134674116,0.102385062713,0.105824405094,0.109263747474,0.105427741112,0.10159173475,0.105334259575,0.109076784399,0.10948243843,0.10988809246,0.110273922358,0.110659752256,0.119508137287,0.128356522318,0.130343676368,0.132330830418,0.126609895838,0.120888961257,0.124760873081,0.128632784904,0.131095314568,0.133557844233,0.139405155579,0.145252466925,0.149376999589,0.153501532254
NH,0.227940263555,0.23056273396,0.233185204365,0.23491527933,0.236645354296,0.243723132758,0.250800911219,0.243857988536,0.236915065853,0.236069500251,0.235223934649,0.232937366378,0.230650798106,0.266879216622,0.303107635138,0.281634261196,0.260160887254,0.250295555625,0.240430223996,0.235497558156,0.230564892317,0.228098559422,0.225632226527,0.223165893633,0.220699560738,0.215608261787,0.210516962836,0.207425585845,0.204334208855,0.200195005816,0.196055802777,0.19411533214,0.192174861502,0.188485693722,0.184796525942,0.188829104284,0.192861682626
NJ,0.152499045083,0.150261051053,0.148023057022,0.147157612204,0.146292167385,0.146410747868,0.14652932835,0.145325065901,0.144120803453,0.143624512268,0.143128221082,0.142955194614,0.142782168145,0.143077146146,0.143372124147,0.143509731919,0.143647339692,0.14406590466,0.144484469629,0.143772122023,0.143059774417,0.142745432481,0.142431090544,0.142033242485,0.141635394427,0.141147699414,0.140660004401,0.140187784396,0.139715564391,0.13952251318,0.13932946197,0.139378181786,0.139426901602,0.139741872932,0.140056844263,0.140389941216,0.14072303817
NM,0.0943759032615,0.0934091188516,0.0924423344418,0.0923053482976,0.0921683621535,0.0918127170504,0.0914570719473,0.0908868201715,0.0903165683958,0.0897366956691,0.0891568229424,0.0885658884607,0.0879749539791,0.0875044544219,0.0870339548647,0.0865840550931,0.0861341553214,0.0857017590803,0.0852693628392,0.0848381870618,0.0844070112843,0.0841480724293,0.0838891335742,0.083730705806,0.0835722780377,0.0833685748152,0.0831648715928,0.0829553823319,0.0827458930711,0.0834117829682,0.0840776728653,0.0843896201787,0.0847015674922,0.084896335295,0.0850911030979,0.0849959584736,0.0849008138493
NV,0.0943759032615,0.0934091188516,0.0924423344418,0.0923053482976,0.0921683621535,0.0918127170504,0.0914570719473,0.0908868201715,0.0903165683958,0.0897366956691,0.0891568229424,0.0885658884607,0.0879749539791,0.0875044544219,0.0870339548647,0.0865840550931,0.0861341553214,0.0857017590803,0.0852693628392,0.0848381870618,0.0844070112843,0.0841480724293,0.0838891335742,0.083730705806,0.0835722780377,0.0833685748152,0.0831648715928,0.0829553823319,0.0827458930711,0.0834117829682,0.0840776728653,0.0843896201787,0.0847015674922,0.084896335295,0.0850911030979,0.0849959584736,0.0849008138493
NY,0.152499045083,0.150261051053,0.148023057022,0.147157612204,0.146292167385,0.146410747868,0.14652932835,0.145325065901,0.144120803453,0.143624512268,0.143128221082,0.142955194614,0.142782168145,0.143077146146,0.143372124147,0.143509731919,0.143647339692,0.14406590466,0.144484469629,0.143772122023,0.143059774417,0.142745432481,0.142431090544,0.142033242485,0.141635394427,0.141147699414,0.140660004401,0.140187784396,0.139715564391,0.13952251318,0.13932946197,0.139378181786,0.139426901602,0.139741872932,0.140056844263,0.140389941216,0.14072303817
OH,0.101262367566,0.102121911724,0.102981455881,0.103139262037,0.103297068192,0.103306642039,0.103316215887,0.103622023876,0.103927831866,0.103234253909,0.102540675953,0.102289819592,0.102038963231,0.102179833234,0.102320703237,0.102423345818,0.102525988399,0.102741344361,0.102956700324,0.102621732268,0.102286764213,0.102107850018,0.101928935823,0.101510681831,0.101092427839,0.100526039971,0.0999596521026,0.0992411668208,0.098522681539,0.0985434375219,0.0985641935048,0.0982773763539,0.097990559203,0.0985696115604,0.0991486639177,0.0990163452958,0.0988840266739
OK,0.0914050297629,0.088375233152,0.0853454365411,0.086160141101,0.086974845661,0.0866472399701,0.0863196342793,0.0844870650494,0.0826544958195,0.082420146187,0.0821857965544,0.0820313317798,0.0818768670053,0.0822420966881,0.0826073263709,0.0823397788087,0.0820722312465,0.0817145482368,0.0813568652271,0.08068729227,0.0800177193129,0.079529090447,0.0790404615811,0.078652555208,0.0782646488349,0.0782055412692,0.0781464337035,0.077957895636,0.0777693575685,0.0772900590278,0.076810760487,0.0763400722715,0.075869384056,0.0754802826586,0.0750911812613,0.0751782574393,0.0752653336174
PA,0.152499045083,0.150261051053,0.148023057022,0.147157612204,0.146292167385,0.146410747868,0.14652932835,0.145325065901,0.144120803453,0.143624512268,0.143128221082,0.142955194614,0.142782168145,0.143077146146,0.143372124147,0.143509731919,0.143647339692,0.14406590466,0.144484469629,0.143772122023,0.143059774417,0.142745432481,0.142431090544,0.142033242485,0.141635394427,0.141147699414,0.140660004401,0.140187784396,0.139715564391,0.13952251318,0.13932946197,0.139378181786,0.139426901602,0.139741872932,0.140056844263,0.140389941216,0.14072303817
RI,0.227940263555,0.23056273396,0.233185204365,0.23491527933,0.236645354296,0.243723132758,0.250800911219,0.243857988536,0.236915065853,0.236069500251,0.235223934649,0.232937366378,0.230650798106,0.266879216622,0.303107635138,0.281634261196,0.260160887254,0.250295555625,0.240430223996,0.235497558156,0.230564892317,0.228098559422,0.225632226527,0.223165893633,0.220699560738,0.215608261787,0.210516962836,0.207425585845,0.204334208855,0.200195005816,0.196055802777,0.19411533214,0.192174861502,0.188485693722,0.184796525942,0.188829104284,0.192861682626
SC,0.105217619861,0.102610801002,0.100003982143,0.100390374265,0.100776766387,0.10230385418,0.103830941973,0.10252284987,0.101214757766,0.10085993961,0.100505121453,0.0999954795181,0.0994858375832,0.0992701898863,0.0990545421895,0.0987465114205,0.0984384806515,0.0983519463274,0.0982654120034,0.0979152057408,0.0975649994782,0.0975062198585,0.0974474402388,0.0970428456356,0.0966382510325,0.0961401559947,0.0956420609568,0.094699793701,0.0937575264452,0.0935404078156,0.093323289186,0.0933160557366,0.0933088222871,0.0936290456274,0.0939492689678,0.0935981121123,0.0932469552568
SD,0.0784481692758,0.0804587514734,0.0824693336711,0.0816010418431,0.0807327500151,0.0805684049911,0.0804040599671,0.0812407660085,0.08207747205,0.0829808787844,0.0838842855189,0.093134674116,0.102385062713,0.105824405094,0.109263747474,0.105427741112,0.10159173475,0.105334259575,0.109076784399,0.10948243843,0.10988809246,0.110273922358,0.110659752256,0.119508137287,0.128356522318,0.130343676368,0.132330830418,0.126609895838,0.120888961257,0.124760873081,0.128632784904,0.131095314568,0.133557844233,0.139405155579,0.145252466925,0.149376999589,0.153501532254
TN,0.0859945147714,0.0859667881983,0.0859390616251,0.0866899858135,0.0874409100018,0.0872327570554,0.0870246041091,0.0866401881075,0.0862557721059,0.086342367212,0.086428962318,0.0866388147775,0.086848667237,0.0869080919566,0.0869675166763,0.0866344898836,0.0863014630909,0.0861089181724,0.0859163732539,0.0857476350879,0.085578896922,0.0853848686607,0.0851908403993,0.0848901916063,0.0845895428133,0.0841413839851,0.0836932251568,0.0834299811691,0.0831667371814,0.0828107363057,0.08245473543,0.0823772092782,0.0822996831263,0.0821692109361,0.0820387387458,0.0822052107494,0.082371682753
TX,0.0914050297629,0.088375233152,0.0853454365411,0.086160141101,0.086974845661,0.0866472399701,0.0863196342793,0.0844870650494,0.0826544958195,0.082420146187,0.0821857965544,0.0820313317798,0.0818768670053,0.0822420966881,0.0826073263709,0.0823397788087,0.0820722312465,0.0817145482368,0.0813568652271,0.08068729227,0.0800177193129,0.079529090447,0.0790404615811,0.078652555208,0.0782646488349,0.0782055412692,0.0781464337035,0.077957895636,0.0777693575685,0.0772900590278,0.076810760487,0.0763400722715,0.075869384056,0.0754802826586,0.0750911812613,0.0751782574393,0.0752653336174
UT,0.0943759032615,0.0934091188516,0.0924423344418,0.0923053482976,0.0921683621535,0.0918127170504,0.0914570719473,0.0908868201715,0.0903165683958,0.0897366956691,0.0891568229424,0.0885658884607,0.0879749539791,0.0875044544219,0.0870339548647,0.0865840550931,0.0861341553214,0.0857017590803,0.0852693628392,0.0848381870618,0.0844070112843,0.0841480724293,0.0838891335742,0.083730705806,0.0835722780377,0.0833685748152,0.0831648715928,0.0829553823319,0.0827458930711,0.0834117829682,0.0840776728653,0.0843896201787,0.0847015674922,0.084896335295,0.0850911030979,0.0849959584736,0.0849008138493
VA,0.105217619861,0.102610801002,0.100003982143,0.100390374265,0.100776766387,0.10230385418,0.103830941973,0.10252284987,0.101214757766,0.10085993961,0.100505121453,0.0999954795181,0.0994858375832,0.0992701898863,0.0990545421895,0.0987465114205,0.0984384806515,0.0983519463274,0.0982654120034,0.0979152057408,0.0975649994782,0.0975062198585,0.0974474402388,0.0970428456356,0.0966382510325,0.0961401559947,0.0956420609568,0.094699793701,0.0937575264452,0.0935404078156,0.093323289186,0.0933160557366,0.0933088222871,0.0936290456274,0.0939492689678,0.0935981121123,0.0932469552568
VT,0.227940263555,0.23056273396,0.233185204365,0.23491527933,0.236645354296,0.243723132758,0.250800911219,0.243857988536,0.236915065853,0.236069500251,0.235223934649,0.232937366378,0.230650798106,0.266879216622,0.303107635138,0.281634261196,0.260160887254,0.250295555625,0.240430223996,0.235497558156,0.230564892317,0.228098559422,0.225632226527,0.223165893633,0.220699560738,0.215608261787,0.210516962836,0.207425585845,0.204334208855,0.200195005816,0.196055802777,0.19411533214,0.192174861502,0.188485693722,0.184796525942,0.188829104284,0.192861682626
WI,0.101262367566,0.102121911724,0.102981455881,0.103139262037,0.103297068192,0.103306642039,0.103316215887,0.103622023876,0.103927831866,0.103234253909,0.102540675953,0.102289819592,0.102038963231,0.102179833234,0.102320703237,0.102423345818,0.102525988399,0.102741344361,0.102956700324,0.102621732268,0.102286764213,0.102107850018,0.101928935823,0.101510681831,0.101092427839,0.100526039971,0.0999596521026,0.0992411668208,0.098522681539,0.0985434375219,0.0985641935048,0.0982773763539,0.097990559203,0.0985696115604,0.0991486639177,0.0990163452958,0.0988840266739
WV,0.105217619861,0.102610801002,0.100003982143,0.100390374265,0.100776766387,0.10230385418,0.103830941973,0.10252284987,0.101214757766,0.10085993961,0.100505121453,0.0999954795181,0.0994858375832,0.0992701898863,0.0990545421895,0.0987465114205,0.0984384806515,0.0983519463274,0.0982654120034,0.0979152057408,0.0975649994782,0.0975062198585,0.0974474402388,0.0970428456356,0.0966382510325,0.0961401559947,0.0956420609568,0.094699793701,0.0937575264452,0.0935404078156,0.093323289186,0.0933160557366,0.0933088222871,0.0936290456274,0.0939492689678,0.0935981121123,0.0932469552568
WY,0.0943759032615,0.0934091188516,0.0924423344418,0.0923053482976,0.0921683621535,0.0918127170504,0.0914570719473,0.0908868201715,0.0903165683958,0.0897366956691,0.0891568229424,0.0885658884607,0.0879749539791,0.0875044544219,0.0870339548647,0.0865840550931,0.0861341553214,0.0857017590803,0.0852693628392,0.0848381870618,0.0844070112843,0.0841480724293,0.0838891335742,0.083730705806,0.0835722780377,0.0833685748152,0.0831648715928,0.0829553823319,0.0827458930711,0.0834117829682,0.0840776728653,0.0843896201787,0.0847015674922,0.084896335295,0.0850911030979,0.0849959584736,0.0849008138493
