state_abbr,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ID,0.0413587338839,0.0347206956733,0.0280826574627,0.032892519613,0.0377023817632,0.0305093807935,0.0233163798238,0.0270179433752,0.0307195069266,0.0312063109775,0.0316931150284,0.0317245287578,0.0317559424873,0.0317913034284,0.0318266643695,0.0334214035236,0.0350161426777,0.0347722085769,0.034528274476,0.0340962713322,0.0336642681885,0.0338302497536,0.0339962313187,0.0341552376969,0.0343142440751,0.0348918489661,0.035469453857,0.03603427751,0.036599101163,0.0368085586333,0.0370180161035,0.0372589218597,0.0374998276159,0.0380761696566,0.0386525116974,0.0398498870231,0.0410472623488,0.0416545024373,0.0422617425258,0.0428092762047,0.0433568098837
IL,0.0405669543965,0.0351190696578,0.0296711849192,0.0344680129057,0.0392648408923,0.0334629967789,0.0276611526656,0.0307495826261,0.0338380125866,0.0344388399184,0.0350396672502,0.0359055512228,0.0367714351953,0.0372106358114,0.0376498364274,0.0377114785187,0.0377731206099,0.0375911892898,0.0374092579697,0.0372921993655,0.0371751407613,0.0374666879502,0.0377582351391,0.0382125041157,0.0386667730922,0.0398798116131,0.041092850134,0.0417078391101,0.0423228280861,0.0425430320901,0.0427632360941,0.043439702747,0.0441161693999,0.0447569564966,0.0453977435934,0.0463825493328,0.0473673550723,0.0484362818576,0.0495052086429,0.050051154366,0.0505971000891
IN,0.0405669543965,0.0351190696578,0.0296711849192,0.0344680129057,0.0392648408923,0.0334629967789,0.0276611526656,0.0307495826261,0.0338380125866,0.0344388399184,0.0350396672502,0.0359055512228,0.0367714351953,0.0372106358114,0.0376498364274,0.0377114785187,0.0377731206099,0.0375911892898,0.0374092579697,0.0372921993655,0.0371751407613,0.0374666879502,0.0377582351391,0.0382125041157,0.0386667730922,0.0398798116131,0.041092850134,0.0417078391101,0.0423228280861,0.0425430320901,0.0427632360941,0.043439702747,0.0441161693999,0.0447569564966,0.0453977435934,0.0463825493328,0.0473673550723,0.0484362818576,0.0495052086429,0.050051154366,0.0505971000891
KS,0.0411241091563,0.0346569064021,0.0281897036479,0.0335498815395,0.0389100594311,0.0322793372612,0.0256486150912,0.0292619903338,0.0328753655765,0.033270922976,0.0336664803756,0.0338904172106,0.0341143540457,0.0344249255827,0.0347354971197,0.0350144807768,0.035293464434,0.0354910891074,0.0356887137808,0.0357064079961,0.0357241022115,0.0359665678967,0.0362090335819,0.0368324082109,0.0374557828398,0.0383025861032,0.0391493893667,0.0393897500495,0.0396301107324,0.0395332888744,0.0394364670163,0.0398546761872,0.0402728853581,0.0405401815859,0.0408074778137,0.0417211816171,0.0426348854205,0.0434456993522,0.0442565132838,0.0447411308337,0.0452257483836
KY,0.0498297163303,0.043271581907,0.0367134474836,0.0395884627843,0.042463478085,0.0359675106429,0.0294715432008,0.0325069308454,0.03554231849,0.0369685077925,0.0383946970949,0.0379335513305,0.0374724055661,0.0376389017298,0.0378053978934,0.0380769545777,0.0383485112619,0.0382250899115,0.038101668561,0.0376602970032,0.0372189254455,0.0374043876289,0.0375898498123,0.0379601034751,0.0383303571379,0.039319472388,0.040308587638,0.0410137275939,0.0417188675497,0.0420692356861,0.0424196038224,0.0432617773633,0.0441039509041,0.0450938073771,0.0460836638502,0.0471695353134,0.0482554067765,0.049281448622,0.0503074904674,0.0509342080532,0.0515609256389
LA,0.0469806610818,0.0391849687672,0.0313892764527,0.0369391572907,0.0424890381288,0.0343946299642,0.0263002217995,0.0298462652437,0.0333923086879,0.0355698742584,0.0377474398289,0.037296935126,0.0368464304231,0.0361399562948,0.0354334821664,0.0357029486953,0.0359724152241,0.0357377491074,0.0355030829908,0.0352148983415,0.0349267136922,0.0350066039964,0.0350864943007,0.0351240610471,0.0351616277936,0.0355409260004,0.0359202242072,0.0361422900203,0.0363643558335,0.0364827757897,0.0366011957459,0.0369099548346,0.0372187139234,0.0379591183228,0.0386995227223,0.0394368276433,0.0401741325644,0.0410559043844,0.0419376762044,0.0422780077045,0.0426183392047
MA,0.0552586321707,0.044972179973,0.0346857277754,0.0481700036538,0.0616542795322,0.0490657269607,0.0364771743893,0.036807303219,0.0371374320487,0.0384082872039,0.0396791423591,0.0399738445776,0.040268546796,0.0432219716351,0.0461753964742,0.0461199130352,0.0460644295963,0.0445491405354,0.0430338514745,0.0426189049305,0.0422039583864,0.0422483081959,0.0422926580055,0.0425161185826,0.0427395791597,0.0441027375702,0.0454658959808,0.0460805155711,0.0466951351614,0.0470071367915,0.0473191384216,0.0470166063721,0.0467140743227,0.0484576729447,0.0502012715667,0.0515681335059,0.0529349954451,0.0538894923691,0.0548439892931,0.0568995387611,0.0589550882291
MD,0.0536522576252,0.0454874971268,0.0373227366284,0.0406832904074,0.0440438441864,0.0371112954734,0.0301787467605,0.0328171839891,0.0354556212177,0.0366230549944,0.0377904887711,0.0379853828496,0.038180276928,0.0384695259614,0.0387587749947,0.0389120806668,0.0390653863388,0.0391476041869,0.0392298220349,0.0390390763531,0.0388483306714,0.0389734465004,0.0390985623295,0.0394554542257,0.0398123461219,0.0409708734256,0.0421294007293,0.0428273782583,0.0435253557874,0.0440072916453,0.0444892275032,0.0452765560825,0.0460638846618,0.0472996063366,0.0485353280113,0.0498006000146,0.0510658720179,0.0524006226062,0.0537353731945,0.0546316419819,0.0555279107693
ME,0.0552586321707,0.044972179973,0.0346857277754,0.0481700036538,0.0616542795322,0.0490657269607,0.0364771743893,0.036807303219,0.0371374320487,0.0384082872039,0.0396791423591,0.0399738445776,0.040268546796,0.0432219716351,0.0461753964742,0.0461199130352,0.0460644295963,0.0445491405354,0.0430338514745,0.0426189049305,0.0422039583864,0.0422483081959,0.0422926580055,0.0425161185826,0.0427395791597,0.0441027375702,0.0454658959808,0.0460805155711,0.0466951351614,0.0470071367915,0.0473191384216,0.0470166063721,0.0467140743227,0.0484576729447,0.0502012715667,0.0515681335059,0.0529349954451,0.0538894923691,0.0548439892931,0.0568995387611,0.0589550882291
MI,0.0405669543965,0.0351190696578,0.0296711849192,0.0344680129057,0.0392648408923,0.0334629967789,0.0276611526656,0.0307495826261,0.0338380125866,0.0344388399184,0.0350396672502,0.0359055512228,0.0367714351953,0.0372106358114,0.0376498364274,0.0377114785187,0.0377731206099,0.0375911892898,0.0374092579697,0.0372921993655,0.0371751407613,0.0374666879502,0.0377582351391,0.0382125041157,0.0386667730922,0.0398798116131,0.041092850134,0.0417078391101,0.0423228280861,0.0425430320901,0.0427632360941,0.043439702747,0.0441161693999,0.0447569564966,0.0453977435934,0.0463825493328,0.0473673550723,0.0484362818576,0.0495052086429,0.050051154366,0.0505971000891
MN,0.0411241091563,0.0346569064021,0.0281897036479,0.0335498815395,0.0389100594311,0.0322793372612,0.0256486150912,0.0292619903338,0.0328753655765,0.033270922976,0.0336664803756,0.0338904172106,0.0341143540457,0.0344249255827,0.0347354971197,0.0350144807768,0.035293464434,0.0354910891074,0.0356887137808,0.0357064079961,0.0357241022115,0.0359665678967,0.0362090335819,0.0368324082109,0.0374557828398,0.0383025861032,0.0391493893667,0.0393897500495,0.0396301107324,0.0395332888744,0.0394364670163,0.0398546761872,0.0402728853581,0.0405401815859,0.0408074778137,0.0417211816171,0.0426348854205,0.0434456993522,0.0442565132838,0.0447411308337,0.0452257483836
MO,0.0411241091563,0.0346569064021,0.0281897036479,0.0335498815395,0.0389100594311,0.0322793372612,0.0256486150912,0.0292619903338,0.0328753655765,0.033270922976,0.0336664803756,0.0338904172106,0.0341143540457,0.0344249255827,0.0347354971197,0.0350144807768,0.035293464434,0.0354910891074,0.0356887137808,0.0357064079961,0.0357241022115,0.0359665678967,0.0362090335819,0.0368324082109,0.0374557828398,0.0383025861032,0.0391493893667,0.0393897500495,0.0396301107324,0.0395332888744,0.0394364670163,0.0398546761872,0.0402728853581,0.0405401815859,0.0408074778137,0.0417211816171,0.0426348854205,0.0434456993522,0.0442565132838,0.0447411308337,0.0452257483836
MS,0.0498297163303,0.043271581907,0.0367134474836,0.0395884627843,0.042463478085,0.0359675106429,0.0294715432008,0.0325069308454,0.03554231849,0.0369685077925,0.0383946970949,0.0379335513305,0.0374724055661,0.0376389017298,0.0378053978934,0.0380769545777,0.0383485112619,0.0382250899115,0.038101668561,0.0376602970032,0.0372189254455,0.0374043876289,0.0375898498123,0.0379601034751,0.0383303571379,0.039319472388,0.040308587638,0.0410137275939,0.0417188675497,0.0420692356861,0.0424196038224,0.0432617773633,0.0441039509041,0.0450938073771,0.0460836638502,0.0471695353134,0.0482554067765,0.049281448622,0.0503074904674,0.0509342080532,0.0515609256389
MT,0.0413587338839,0.0347206956733,0.0280826574627,0.032892519613,0.0377023817632,0.0305093807935,0.0233163798238,0.0270179433752,0.0307195069266,0.0312063109775,0.0316931150284,0.0317245287578,0.0317559424873,0.0317913034284,0.0318266643695,0.0334214035236,0.0350161426777,0.0347722085769,0.034528274476,0.0340962713322,0.0336642681885,0.0338302497536,0.0339962313187,0.0341552376969,0.0343142440751,0.0348918489661,0.035469453857,0.03603427751,0.036599101163,0.0368085586333,0.0370180161035,0.0372589218597,0.0374998276159,0.0380761696566,0.0386525116974,0.0398498870231,0.0410472623488,0.0416545024373,0.0422617425258,0.0428092762047,0.0433568098837
NC,0.0536522576252,0.0454874971268,0.0373227366284,0.0406832904074,0.0440438441864,0.0371112954734,0.0301787467605,0.0328171839891,0.0354556212177,0.0366230549944,0.0377904887711,0.0379853828496,0.038180276928,0.0384695259614,0.0387587749947,0.0389120806668,0.0390653863388,0.0391476041869,0.0392298220349,0.0390390763531,0.0388483306714,0.0389734465004,0.0390985623295,0.0394554542257,0.0398123461219,0.0409708734256,0.0421294007293,0.0428273782583,0.0435253557874,0.0440072916453,0.0444892275032,0.0452765560825,0.0460638846618,0.0472996063366,0.0485353280113,0.0498006000146,0.0510658720179,0.0524006226062,0.0537353731945,0.0546316419819,0.0555279107693
ND,0.0411241091563,0.0346569064021,0.0281897036479,0.0335498815395,0.0389100594311,0.0322793372612,0.0256486150912,0.0292619903338,0.0328753655765,0.033270922976,0.0336664803756,0.0338904172106,0.0341143540457,0.0344249255827,0.0347354971197,0.0350144807768,0.035293464434,0.0354910891074,0.0356887137808,0.0357064079961,0.0357241022115,0.0359665678967,0.0362090335819,0.0368324082109,0.0374557828398,0.0383025861032,0.0391493893667,0.0393897500495,0.0396301107324,0.0395332888744,0.0394364670163,0.0398546761872,0.0402728853581,0.0405401815859,0.0408074778137,0.0417211816171,0.0426348854205,0.0434456993522,0.0442565132838,0.0447411308337,0.0452257483836
NE,0.0411241091563,0.0346569064021,0.0281897036479,0.0335498815395,0.0389100594311,0.0322793372612,0.0256486150912,0.0292619903338,0.0328753655765,0.033270922976,0.0336664803756,0.0338904172106,0.0341143540457,0.0344249255827,0.0347354971197,0.0350144807768,0.035293464434,0.0354910891074,0.0356887137808,0.0357064079961,0.0357241022115,0.0359665678967,0.0362090335819,0.0368324082109,0.0374557828398,0.0383025861032,0.0391493893667,0.0393897500495,0.0396301107324,0.0395332888744,0.0394364670163,0.0398546761872,0.0402728853581,0.0405401815859,0.0408074778137,0.0417211816171,0.0426348854205,0.0434456993522,0.0442565132838,0.0447411308337,0.0452257483836
NH,0.0552586321707,0.044972179973,0.0346857277754,0.0481700036538,0.0616542795322,0.0490657269607,0.0364771743893,0.036807303219,0.0371374320487,0.0384082872039,0.0396791423591,0.0399738445776,0.040268546796,0.0432219716351,0.0461753964742,0.0461199130352,0.0460644295963,0.0445491405354,0.0430338514745,0.0426189049305,0.0422039583864,0.0422483081959,0.0422926580055,0.0425161185826,0.0427395791597,0.0441027375702,0.0454658959808,0.0460805155711,0.0466951351614,0.0470071367915,0.0473191384216,0.0470166063721,0.0467140743227,0.0484576729447,0.0502012715667,0.0515681335059,0.0529349954451,0.0538894923691,0.0548439892931,0.0568995387611,0.0589550882291
NJ,0.0542950852858,0.0444172492174,0.034539413149,0.0419363881708,0.0493333631925,0.0394903048164,0.0296472464402,0.0326671594641,0.035687072488,0.0373494270612,0.0390117816344,0.0393023409174,0.0395929002004,0.0401245424839,0.0406561847673,0.0404477789091,0.0402393730509,0.0395899556228,0.0389405381947,0.039151255834,0.0393619734733,0.0393732484043,0.0393845233353,0.0397625113591,0.0401404993829,0.0413926189164,0.0426447384499,0.0432675528067,0.0438903671635,0.0440335039368,0.0441766407101,0.0440084074953,0.0438401742805,0.0453048258249,0.0467694773693,0.0482515161823,0.0497335549952,0.0516109727946,0.053488390594,0.0545205937253,0.0555527968565
NM,0.0413587338839,0.0347206956733,0.0280826574627,0.032892519613,0.0377023817632,0.0305093807935,0.0233163798238,0.0270179433752,0.0307195069266,0.0312063109775,0.0316931150284,0.0317245287578,0.0317559424873,0.0317913034284,0.0318266643695,0.0334214035236,0.0350161426777,0.0347722085769,0.034528274476,0.0340962713322,0.0336642681885,0.0338302497536,0.0339962313187,0.0341552376969,0.0343142440751,0.0348918489661,0.035469453857,0.03603427751,0.036599101163,0.0368085586333,0.0370180161035,0.0372589218597,0.0374998276159,0.0380761696566,0.0386525116974,0.0398498870231,0.0410472623488,0.0416545024373,0.0422617425258,0.0428092762047,0.0433568098837
NV,0.0413587338839,0.0347206956733,0.0280826574627,0.032892519613,0.0377023817632,0.0305093807935,0.0233163798238,0.0270179433752,0.0307195069266,0.0312063109775,0.0316931150284,0.0317245287578,0.0317559424873,0.0317913034284,0.0318266643695,0.0334214035236,0.0350161426777,0.0347722085769,0.034528274476,0.0340962713322,0.0336642681885,0.0338302497536,0.0339962313187,0.0341552376969,0.0343142440751,0.0348918489661,0.035469453857,0.03603427751,0.036599101163,0.0368085586333,0.0370180161035,0.0372589218597,0.0374998276159,0.0380761696566,0.0386525116974,0.0398498870231,0.0410472623488,0.0416545024373,0.0422617425258,0.0428092762047,0.0433568098837
NY,0.0542950852858,0.0444172492174,0.034539413149,0.0419363881708,0.0493333631925,0.0394903048164,0.0296472464402,0.0326671594641,0.035687072488,0.0373494270612,0.0390117816344,0.0393023409174,0.0395929002004,0.0401245424839,0.0406561847673,0.0404477789091,0.0402393730509,0.0395899556228,0.0389405381947,0.039151255834,0.0393619734733,0.0393732484043,0.0393845233353,0.0397625113591,0.0401404993829,0.0413926189164,0.0426447384499,0.0432675528067,0.0438903671635,0.0440335039368,0.0441766407101,0.0440084074953,0.0438401742805,0.0453048258249,0.0467694773693,0.0482515161823,0.0497335549952,0.0516109727946,0.053488390594,0.0545205937253,0.0555527968565
OH,0.0405669543965,0.0351190696578,0.0296711849192,0.0344680129057,0.0392648408923,0.0334629967789,0.0276611526656,0.0307495826261,0.0338380125866,0.0344388399184,0.0350396672502,0.0359055512228,0.0367714351953,0.0372106358114,0.0376498364274,0.0377114785187,0.0377731206099,0.0375911892898,0.0374092579697,0.0372921993655,0.0371751407613,0.0374666879502,0.0377582351391,0.0382125041157,0.0386667730922,0.0398798116131,0.041092850134,0.0417078391101,0.0423228280861,0.0425430320901,0.0427632360941,0.043439702747,0.0441161693999,0.0447569564966,0.0453977435934,0.0463825493328,0.0473673550723,0.0484362818576,0.0495052086429,0.050051154366,0.0505971000891
OK,0.0469806610818,0.0391849687672,0.0313892764527,0.0369391572907,0.0424890381288,0.0343946299642,0.0263002217995,0.0298462652437,0.0333923086879,0.0355698742584,0.0377474398289,0.037296935126,0.0368464304231,0.0361399562948,0.0354334821664,0.0357029486953,0.0359724152241,0.0357377491074,0.0355030829908,0.0352148983415,0.0349267136922,0.0350066039964,0.0350864943007,0.0351240610471,0.0351616277936,0.0355409260004,0.0359202242072,0.0361422900203,0.0363643558335,0.0364827757897,0.0366011957459,0.0369099548346,0.0372187139234,0.0379591183228,0.0386995227223,0.0394368276433,0.0401741325644,0.0410559043844,0.0419376762044,0.0422780077045,0.0426183392047
OR,0.0473869999689,0.0384678964925,0.0295487930162,0.0350917305773,0.0406346681385,0.0322047487206,0.0237748293028,0.0285572208326,0.0333396123625,0.0338299114648,0.0343202105671,0.0349553595676,0.0355905085681,0.0361687714772,0.0367470343864,0.0417576063256,0.0467681782648,0.0487914867162,0.0508147951675,0.0537970899682,0.0567793847688,0.0555310266471,0.0542826685254,0.0548571477867,0.055431627048,0.0562816249763,0.0571316229047,0.0577809883505,0.0584303537963,0.0589105486317,0.0593907434671,0.0588608519828,0.0583309604986,0.0583620721743,0.0583931838501,0.0572409337476,0.0560886836451,0.0573003940844,0.0585121045236,0.0586576458093,0.058803187095
PA,0.0542950852858,0.0444172492174,0.034539413149,0.0419363881708,0.0493333631925,0.0394903048164,0.0296472464402,0.0326671594641,0.035687072488,0.0373494270612,0.0390117816344,0.0393023409174,0.0395929002004,0.0401245424839,0.0406561847673,0.0404477789091,0.0402393730509,0.0395899556228,0.0389405381947,0.039151255834,0.0393619734733,0.0393732484043,0.0393845233353,0.0397625113591,0.0401404993829,0.0413926189164,0.0426447384499,0.0432675528067,0.0438903671635,0.0440335039368,0.0441766407101,0.0440084074953,0.0438401742805,0.0453048258249,0.0467694773693,0.0482515161823,0.0497335549952,0.0516109727946,0.053488390594,0.0545205937253,0.0555527968565
RI,0.0552586321707,0.044972179973,0.0346857277754,0.0481700036538,0.0616542795322,0.0490657269607,0.0364771743893,0.036807303219,0.0371374320487,0.0384082872039,0.0396791423591,0.0399738445776,0.040268546796,0.0432219716351,0.0461753964742,0.0461199130352,0.0460644295963,0.0445491405354,0.0430338514745,0.0426189049305,0.0422039583864,0.0422483081959,0.0422926580055,0.0425161185826,0.0427395791597,0.0441027375702,0.0454658959808,0.0460805155711,0.0466951351614,0.0470071367915,0.0473191384216,0.0470166063721,0.0467140743227,0.0484576729447,0.0502012715667,0.0515681335059,0.0529349954451,0.0538894923691,0.0548439892931,0.0568995387611,0.0589550882291
SC,0.0536522576252,0.0454874971268,0.0373227366284,0.0406832904074,0.0440438441864,0.0371112954734,0.0301787467605,0.0328171839891,0.0354556212177,0.0366230549944,0.0377904887711,0.0379853828496,0.038180276928,0.0384695259614,0.0387587749947,0.0389120806668,0.0390653863388,0.0391476041869,0.0392298220349,0.0390390763531,0.0388483306714,0.0389734465004,0.0390985623295,0.0394554542257,0.0398123461219,0.0409708734256,0.0421294007293,0.0428273782583,0.0435253557874,0.0440072916453,0.0444892275032,0.0452765560825,0.0460638846618,0.0472996063366,0.0485353280113,0.0498006000146,0.0510658720179,0.0524006226062,0.0537353731945,0.0546316419819,0.0555279107693
