state_abbr,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
GA,0.0536522576264,0.0454874971274,0.0373227366284,0.0406832903962,0.044043844164,0.0371112954625,0.0301787467609,0.0328186683964,0.0354585900318,0.0366249796904,0.0377913693491,0.0379874357724,0.0381835021957,0.0384741648803,0.038764827565,0.0417127842158,0.0446607408666,0.045890589146,0.0471204374254,0.0464663770859,0.0458123167464,0.0462189534062,0.0466255900659,0.0473039725323,0.0479823549986,0.0494455338295,0.0509087126603,0.0520156942324,0.0531226758045,0.0542333061172,0.0553439364299,0.056777200286,0.058210464142,0.0596114019638,0.0610123397857,0.0633984634209,0.0657845870562,0.0686313464973,0.0714781059383,0.0743754020997,0.077272698261
HI,0.0473869999689,0.0384678964925,0.0295487930162,0.0350917304548,0.0406346678935,0.0322047486078,0.0237748293221,0.0285568222173,0.0333388151125,0.0338286163988,0.034318417685,0.0349536262495,0.035588834814,0.0361732283239,0.0367576218338,0.0430251483512,0.0492926748687,0.0517139285081,0.0541351821476,0.0570017227412,0.0598682633348,0.058426333087,0.0569844028392,0.0571623904763,0.0573403781134,0.057777301717,0.0582142253205,0.0589327250693,0.0596512248181,0.0595618852136,0.0594725456092,0.0589231741576,0.058373802706,0.0573720319566,0.0563702612071,0.0568224022364,0.0572745432658,0.0583005601051,0.0593265769444,0.0619668593538,0.0646071417631
IA,0.041124109156,0.0346569064019,0.0281897036479,0.0335498815324,0.0389100594168,0.0322793372549,0.025648615093,0.0292646685482,0.0328807220035,0.0332772124846,0.0336737029658,0.0340020260429,0.03433034912,0.0348760647444,0.0354217803687,0.0388214673559,0.042221154343,0.0433479929255,0.044474831508,0.0436491591167,0.0428234867254,0.0430216728246,0.0432198589238,0.0439284243747,0.0446369898256,0.0455557616018,0.0464745333781,0.0472633135193,0.0480520936605,0.0482922244049,0.0485323551494,0.0497310213797,0.05092968761,0.0517251205595,0.0525205535089,0.0543689769455,0.0562174003822,0.0583152808944,0.0604131614067,0.0626453361855,0.0648775109643
ID,0.0413587338838,0.0347206956733,0.0280826574627,0.032892519446,0.0377023814292,0.0305093806372,0.0233163798453,0.0270181424461,0.030719905047,0.0312055033214,0.0316911015958,0.0317244943712,0.0317578871465,0.0317955630461,0.0318332389457,0.0357809419813,0.0397286450168,0.0405828769697,0.0414371089226,0.0409260423388,0.0404149757551,0.0408543170349,0.0412936583147,0.0419873044842,0.0426809506536,0.0437413809904,0.0448018113272,0.0456472032753,0.0464925952235,0.0474531689127,0.048413742602,0.0490513549541,0.0496889673063,0.0502760587339,0.0508631501615,0.0527919371667,0.054720724172,0.0565853195307,0.0584499148894,0.0609471294439,0.0634443439984
IL,0.0405669543964,0.0351190696578,0.0296711849192,0.0344680128719,0.0392648408245,0.0334629967451,0.0276611526657,0.0307502108557,0.0338392690458,0.0344535644855,0.0350678599252,0.0359420266495,0.0368161933738,0.0372336725897,0.0376511518055,0.0408469842552,0.0440428167048,0.0450499296295,0.0460570425541,0.0452500372286,0.0444430319032,0.0448195271059,0.0451960223087,0.0460282935731,0.0468605648374,0.0479249587575,0.0489893526775,0.0501487771848,0.0513082016921,0.0521625957021,0.053016989712,0.0542964002498,0.0555758107877,0.0567119407498,0.057848070712,0.060006373669,0.062164676626,0.0647109287917,0.0672571809573,0.069868184824,0.0724791886906
IN,0.0405669543964,0.0351190696578,0.0296711849192,0.0344680128719,0.0392648408245,0.0334629967451,0.0276611526657,0.0307502108557,0.0338392690458,0.0344535644855,0.0350678599252,0.0359420266495,0.0368161933738,0.0372336725897,0.0376511518055,0.0408469842552,0.0440428167048,0.0450499296295,0.0460570425541,0.0452500372286,0.0444430319032,0.0448195271059,0.0451960223087,0.0460282935731,0.0468605648374,0.0479249587575,0.0489893526775,0.0501487771848,0.0513082016921,0.0521625957021,0.053016989712,0.0542964002498,0.0555758107877,0.0567119407498,0.057848070712,0.060006373669,0.062164676626,0.0647109287917,0.0672571809573,0.069868184824,0.0724791886906
KS,0.041124109156,0.0346569064019,0.0281897036479,0.0335498815324,0.0389100594168,0.0322793372549,0.025648615093,0.0292646685482,0.0328807220035,0.0332772124846,0.0336737029658,0.0340020260429,0.03433034912,0.0348760647444,0.0354217803687,0.0388214673559,0.042221154343,0.0433479929255,0.044474831508,0.0436491591167,0.0428234867254,0.0430216728246,0.0432198589238,0.0439284243747,0.0446369898256,0.0455557616018,0.0464745333781,0.0472633135193,0.0480520936605,0.0482922244049,0.0485323551494,0.0497310213797,0.05092968761,0.0517251205595,0.0525205535089,0.0543689769455,0.0562174003822,0.0583152808944,0.0604131614067,0.0626453361855,0.0648775109643
KY,0.0498297163297,0.0432715819066,0.0367134474836,0.0395884627894,0.0424634780952,0.0359675106484,0.0294715432016,0.0325119203113,0.035552297421,0.0369774080542,0.0384025186874,0.0379313321723,0.0374601456572,0.0376355777598,0.0378110098625,0.0409341329078,0.0440572559531,0.0452183798931,0.0463795038331,0.0454899721081,0.0446004403832,0.0449683973709,0.0453363543587,0.046087246722,0.0468381390853,0.0480537141106,0.0492692891359,0.0502039106306,0.0511385321254,0.0519008682,0.0526632042747,0.053920243123,0.0551772819713,0.0564131194944,0.0576489570176,0.0600595481486,0.0624701392797,0.0645555526446,0.0666409660094,0.06921166221,0.0717823584105
LA,0.0469806610815,0.0391849687671,0.0313892764527,0.0369391572918,0.042489038131,0.0343946299663,0.0263002218017,0.029847867113,0.0333955124244,0.0355726067479,0.0377497010715,0.0372963729275,0.0368430447835,0.0361420381256,0.0354410314677,0.0385318149104,0.041622598353,0.0424340848093,0.0432455712656,0.0423479188776,0.0414502664896,0.0415927662047,0.0417352659198,0.0420710095101,0.0424067531004,0.0432241441382,0.044041535176,0.0446119075721,0.0451822799682,0.0453875027264,0.0455927254845,0.0470429124992,0.0484930995139,0.049255806422,0.0500185133301,0.0517860320017,0.0535535506733,0.0557095959675,0.0578656412618,0.0604458748483,0.0630261084349
MA,0.0552586321695,0.0449721799724,0.0346857277754,0.048170003621,0.0616542794666,0.0490657269297,0.0364771743927,0.0368073022089,0.0371374300251,0.0384138025786,0.0396901751321,0.0399780146542,0.0402658541762,0.0432368621188,0.0462078700613,0.0484446456388,0.0506814212164,0.050227865644,0.0497743100717,0.0488590550201,0.0479437999685,0.0475467889139,0.0471497778594,0.0477234952513,0.0482972126433,0.0495612783955,0.0508253441477,0.0522413559784,0.0536573678091,0.0542279225325,0.0547984772559,0.0550029088944,0.0552073405329,0.0562421145603,0.0572768885878,0.0598337019437,0.0623905152995,0.0643152791606,0.0662400430217,0.0702871802384,0.074334317455
MD,0.0536522576264,0.0454874971274,0.0373227366284,0.0406832903962,0.044043844164,0.0371112954625,0.0301787467609,0.0328186683964,0.0354585900318,0.0366249796904,0.0377913693491,0.0379874357724,0.0381835021957,0.0384741648803,0.038764827565,0.0417127842158,0.0446607408666,0.045890589146,0.0471204374254,0.0464663770859,0.0458123167464,0.0462189534062,0.0466255900659,0.0473039725323,0.0479823549986,0.0494455338295,0.0509087126603,0.0520156942324,0.0531226758045,0.0542333061172,0.0553439364299,0.056777200286,0.058210464142,0.0596114019638,0.0610123397857,0.0633984634209,0.0657845870562,0.0686313464973,0.0714781059383,0.0743754020997,0.077272698261
ME,0.0552586321695,0.0449721799724,0.0346857277754,0.048170003621,0.0616542794666,0.0490657269297,0.0364771743927,0.0368073022089,0.0371374300251,0.0384138025786,0.0396901751321,0.0399780146542,0.0402658541762,0.0432368621188,0.0462078700613,0.0484446456388,0.0506814212164,0.050227865644,0.0497743100717,0.0488590550201,0.0479437999685,0.0475467889139,0.0471497778594,0.0477234952513,0.0482972126433,0.0495612783955,0.0508253441477,0.0522413559784,0.0536573678091,0.0542279225325,0.0547984772559,0.0550029088944,0.0552073405329,0.0562421145603,0.0572768885878,0.0598337019437,0.0623905152995,0.0643152791606,0.0662400430217,0.0702871802384,0.074334317455
MI,0.0405669543964,0.0351190696578,0.0296711849192,0.0344680128719,0.0392648408245,0.0334629967451,0.0276611526657,0.0307502108557,0.0338392690458,0.0344535644855,0.0350678599252,0.0359420266495,0.0368161933738,0.0372336725897,0.0376511518055,0.0408469842552,0.0440428167048,0.0450499296295,0.0460570425541,0.0452500372286,0.0444430319032,0.0448195271059,0.0451960223087,0.0460282935731,0.0468605648374,0.0479249587575,0.0489893526775,0.0501487771848,0.0513082016921,0.0521625957021,0.053016989712,0.0542964002498,0.0555758107877,0.0567119407498,0.057848070712,0.060006373669,0.062164676626,0.0647109287917,0.0672571809573,0.069868184824,0.0724791886906
MN,0.041124109156,0.0346569064019,0.0281897036479,0.0335498815324,0.0389100594168,0.0322793372549,0.025648615093,0.0292646685482,0.0328807220035,0.0332772124846,0.0336737029658,0.0340020260429,0.03433034912,0.0348760647444,0.0354217803687,0.0388214673559,0.042221154343,0.0433479929255,0.044474831508,0.0436491591167,0.0428234867254,0.0430216728246,0.0432198589238,0.0439284243747,0.0446369898256,0.0455557616018,0.0464745333781,0.0472633135193,0.0480520936605,0.0482922244049,0.0485323551494,0.0497310213797,0.05092968761,0.0517251205595,0.0525205535089,0.0543689769455,0.0562174003822,0.0583152808944,0.0604131614067,0.0626453361855,0.0648775109643
MO,0.041124109156,0.0346569064019,0.0281897036479,0.0335498815324,0.0389100594168,0.0322793372549,0.025648615093,0.0292646685482,0.0328807220035,0.0332772124846,0.0336737029658,0.0340020260429,0.03433034912,0.0348760647444,0.0354217803687,0.0388214673559,0.042221154343,0.0433479929255,0.044474831508,0.0436491591167,0.0428234867254,0.0430216728246,0.0432198589238,0.0439284243747,0.0446369898256,0.0455557616018,0.0464745333781,0.0472633135193,0.0480520936605,0.0482922244049,0.0485323551494,0.0497310213797,0.05092968761,0.0517251205595,0.0525205535089,0.0543689769455,0.0562174003822,0.0583152808944,0.0604131614067,0.0626453361855,0.0648775109643
MS,0.0498297163297,0.0432715819066,0.0367134474836,0.0395884627894,0.0424634780952,0.0359675106484,0.0294715432016,0.0325119203113,0.035552297421,0.0369774080542,0.0384025186874,0.0379313321723,0.0374601456572,0.0376355777598,0.0378110098625,0.0409341329078,0.0440572559531,0.0452183798931,0.0463795038331,0.0454899721081,0.0446004403832,0.0449683973709,0.0453363543587,0.046087246722,0.0468381390853,0.0480537141106,0.0492692891359,0.0502039106306,0.0511385321254,0.0519008682,0.0526632042747,0.053920243123,0.0551772819713,0.0564131194944,0.0576489570176,0.0600595481486,0.0624701392797,0.0645555526446,0.0666409660094,0.06921166221,0.0717823584105
MT,0.0413587338838,0.0347206956733,0.0280826574627,0.032892519446,0.0377023814292,0.0305093806372,0.0233163798453,0.0270181424461,0.030719905047,0.0312055033214,0.0316911015958,0.0317244943712,0.0317578871465,0.0317955630461,0.0318332389457,0.0357809419813,0.0397286450168,0.0405828769697,0.0414371089226,0.0409260423388,0.0404149757551,0.0408543170349,0.0412936583147,0.0419873044842,0.0426809506536,0.0437413809904,0.0448018113272,0.0456472032753,0.0464925952235,0.0474531689127,0.048413742602,0.0490513549541,0.0496889673063,0.0502760587339,0.0508631501615,0.0527919371667,0.054720724172,0.0565853195307,0.0584499148894,0.0609471294439,0.0634443439984
NC,0.0536522576264,0.0454874971274,0.0373227366284,0.0406832903962,0.044043844164,0.0371112954625,0.0301787467609,0.0328186683964,0.0354585900318,0.0366249796904,0.0377913693491,0.0379874357724,0.0381835021957,0.0384741648803,0.038764827565,0.0417127842158,0.0446607408666,0.045890589146,0.0471204374254,0.0464663770859,0.0458123167464,0.0462189534062,0.0466255900659,0.0473039725323,0.0479823549986,0.0494455338295,0.0509087126603,0.0520156942324,0.0531226758045,0.0542333061172,0.0553439364299,0.056777200286,0.058210464142,0.0596114019638,0.0610123397857,0.0633984634209,0.0657845870562,0.0686313464973,0.0714781059383,0.0743754020997,0.077272698261
ND,0.041124109156,0.0346569064019,0.0281897036479,0.0335498815324,0.0389100594168,0.0322793372549,0.025648615093,0.0292646685482,0.0328807220035,0.0332772124846,0.0336737029658,0.0340020260429,0.03433034912,0.0348760647444,0.0354217803687,0.0388214673559,0.042221154343,0.0433479929255,0.044474831508,0.0436491591167,0.0428234867254,0.0430216728246,0.0432198589238,0.0439284243747,0.0446369898256,0.0455557616018,0.0464745333781,0.0472633135193,0.0480520936605,0.0482922244049,0.0485323551494,0.0497310213797,0.05092968761,0.0517251205595,0.0525205535089,0.0543689769455,0.0562174003822,0.0583152808944,0.0604131614067,0.0626453361855,0.0648775109643
NE,0.041124109156,0.0346569064019,0.0281897036479,0.0335498815324,0.0389100594168,0.0322793372549,0.025648615093,0.0292646685482,0.0328807220035,0.0332772124846,0.0336737029658,0.0340020260429,0.03433034912,0.0348760647444,0.0354217803687,0.0388214673559,0.042221154343,0.0433479929255,0.044474831508,0.0436491591167,0.0428234867254,0.0430216728246,0.0432198589238,0.0439284243747,0.0446369898256,0.0455557616018,0.0464745333781,0.0472633135193,0.0480520936605,0.0482922244049,0.0485323551494,0.0497310213797,0.05092968761,0.0517251205595,0.0525205535089,0.0543689769455,0.0562174003822,0.0583152808944,0.0604131614067,0.0626453361855,0.0648775109643
NH,0.0552586321695,0.0449721799724,0.0346857277754,0.048170003621,0.0616542794666,0.0490657269297,0.0364771743927,0.0368073022089,0.0371374300251,0.0384138025786,0.0396901751321,0.0399780146542,0.0402658541762,0.0432368621188,0.0462078700613,0.0484446456388,0.0506814212164,0.050227865644,0.0497743100717,0.0488590550201,0.0479437999685,0.0475467889139,0.0471497778594,0.0477234952513,0.0482972126433,0.0495612783955,0.0508253441477,0.0522413559784,0.0536573678091,0.0542279225325,0.0547984772559,0.0550029088944,0.0552073405329,0.0562421145603,0.0572768885878,0.0598337019437,0.0623905152995,0.0643152791606,0.0662400430217,0.0702871802384,0.074334317455
NJ,0.054295085287,0.044417249218,0.034539413149,0.0419363881412,0.0493333631335,0.0394903047872,0.029647246441,0.0326675508845,0.0356878553281,0.0373524448937,0.0390170344593,0.039303793813,0.0395905531666,0.0401216012582,0.0406526493498,0.0430884097944,0.045524170239,0.046066654463,0.046609138687,0.0461547316495,0.045700324612,0.0457867508782,0.0458731771443,0.046688843754,0.0475045103638,0.0488395464668,0.0501745825698,0.051395585596,0.0526165886221,0.053429841455,0.0542430942879,0.0550977712804,0.0559524482729,0.0571578669352,0.0583632855975,0.0608650713266,0.0633668570558,0.0662757821562,0.0691847072566,0.0726162767951,0.0760478463335
NM,0.0413587338838,0.0347206956733,0.0280826574627,0.032892519446,0.0377023814292,0.0305093806372,0.0233163798453,0.0270181424461,0.030719905047,0.0312055033214,0.0316911015958,0.0317244943712,0.0317578871465,0.0317955630461,0.0318332389457,0.0357809419813,0.0397286450168,0.0405828769697,0.0414371089226,0.0409260423388,0.0404149757551,0.0408543170349,0.0412936583147,0.0419873044842,0.0426809506536,0.0437413809904,0.0448018113272,0.0456472032753,0.0464925952235,0.0474531689127,0.048413742602,0.0490513549541,0.0496889673063,0.0502760587339,0.0508631501615,0.0527919371667,0.054720724172,0.0565853195307,0.0584499148894,0.0609471294439,0.0634443439984
NV,0.0413587338838,0.0347206956733,0.0280826574627,0.032892519446,0.0377023814292,0.0305093806372,0.0233163798453,0.0270181424461,0.030719905047,0.0312055033214,0.0316911015958,0.0317244943712,0.0317578871465,0.0317955630461,0.0318332389457,0.0357809419813,0.0397286450168,0.0405828769697,0.0414371089226,0.0409260423388,0.0404149757551,0.0408543170349,0.0412936583147,0.0419873044842,0.0426809506536,0.0437413809904,0.0448018113272,0.0456472032753,0.0464925952235,0.0474531689127,0.048413742602,0.0490513549541,0.0496889673063,0.0502760587339,0.0508631501615,0.0527919371667,0.054720724172,0.0565853195307,0.0584499148894,0.0609471294439,0.0634443439984
NY,0.054295085287,0.044417249218,0.034539413149,0.0419363881412,0.0493333631335,0.0394903047872,0.029647246441,0.0326675508845,0.0356878553281,0.0373524448937,0.0390170344593,0.039303793813,0.0395905531666,0.0401216012582,0.0406526493498,0.0430884097944,0.045524170239,0.046066654463,0.046609138687,0.0461547316495,0.045700324612,0.0457867508782,0.0458731771443,0.046688843754,0.0475045103638,0.0488395464668,0.0501745825698,0.051395585596,0.0526165886221,0.053429841455,0.0542430942879,0.0550977712804,0.0559524482729,0.0571578669352,0.0583632855975,0.0608650713266,0.0633668570558,0.0662757821562,0.0691847072566,0.0726162767951,0.0760478463335
OH,0.0405669543964,0.0351190696578,0.0296711849192,0.0344680128719,0.0392648408245,0.0334629967451,0.0276611526657,0.0307502108557,0.0338392690458,0.0344535644855,0.0350678599252,0.0359420266495,0.0368161933738,0.0372336725897,0.0376511518055,0.0408469842552,0.0440428167048,0.0450499296295,0.0460570425541,0.0452500372286,0.0444430319032,0.0448195271059,0.0451960223087,0.0460282935731,0.0468605648374,0.0479249587575,0.0489893526775,0.0501487771848,0.0513082016921,0.0521625957021,0.053016989712,0.0542964002498,0.0555758107877,0.0567119407498,0.057848070712,0.060006373669,0.062164676626,0.0647109287917,0.0672571809573,0.069868184824,0.0724791886906
OK,0.0469806610815,0.0391849687671,0.0313892764527,0.0369391572918,0.042489038131,0.0343946299663,0.0263002218017,0.029847867113,0.0333955124244,0.0355726067479,0.0377497010715,0.0372963729275,0.0368430447835,0.0361420381256,0.0354410314677,0.0385318149104,0.041622598353,0.0424340848093,0.0432455712656,0.0423479188776,0.0414502664896,0.0415927662047,0.0417352659198,0.0420710095101,0.0424067531004,0.0432241441382,0.044041535176,0.0446119075721,0.0451822799682,0.0453875027264,0.0455927254845,0.0470429124992,0.0484930995139,0.049255806422,0.0500185133301,0.0517860320017,0.0535535506733,0.0557095959675,0.0578656412618,0.0604458748483,0.0630261084349
OR,0.0473869999689,0.0384678964925,0.0295487930162,0.0350917304548,0.0406346678935,0.0322047486078,0.0237748293221,0.0285568222173,0.0333388151125,0.0338286163988,0.034318417685,0.0349536262495,0.035588834814,0.0361732283239,0.0367576218338,0.0430251483512,0.0492926748687,0.0517139285081,0.0541351821476,0.0570017227412,0.0598682633348,0.058426333087,0.0569844028392,0.0571623904763,0.0573403781134,0.057777301717,0.0582142253205,0.0589327250693,0.0596512248181,0.0595618852136,0.0594725456092,0.0589231741576,0.058373802706,0.0573720319566,0.0563702612071,0.0568224022364,0.0572745432658,0.0583005601051,0.0593265769444,0.0619668593538,0.0646071417631
PA,0.054295085287,0.044417249218,0.034539413149,0.0419363881412,0.0493333631335,0.0394903047872,0.029647246441,0.0326675508845,0.0356878553281,0.0373524448937,0.0390170344593,0.039303793813,0.0395905531666,0.0401216012582,0.0406526493498,0.0430884097944,0.045524170239,0.046066654463,0.046609138687,0.0461547316495,0.045700324612,0.0457867508782,0.0458731771443,0.046688843754,0.0475045103638,0.0488395464668,0.0501745825698,0.051395585596,0.0526165886221,0.053429841455,0.0542430942879,0.0550977712804,0.0559524482729,0.0571578669352,0.0583632855975,0.0608650713266,0.0633668570558,0.0662757821562,0.0691847072566,0.0726162767951,0.0760478463335
RI,0.0552586321695,0.0449721799724,0.0346857277754,0.048170003621,0.0616542794666,0.0490657269297,0.0364771743927,0.0368073022089,0.0371374300251,0.0384138025786,0.0396901751321,0.0399780146542,0.0402658541762,0.0432368621188,0.0462078700613,0.0484446456388,0.0506814212164,0.050227865644,0.0497743100717,0.0488590550201,0.0479437999685,0.0475467889139,0.0471497778594,0.0477234952513,0.0482972126433,0.0495612783955,0.0508253441477,0.0522413559784,0.0536573678091,0.0542279225325,0.0547984772559,0.0550029088944,0.0552073405329,0.0562421145603,0.0572768885878,0.0598337019437,0.0623905152995,0.0643152791606,0.0662400430217,0.0702871802384,0.074334317455
SC,0.0536522576264,0.0454874971274,0.0373227366284,0.0406832903962,0.044043844164,0.0371112954625,0.0301787467609,0.0328186683964,0.0354585900318,0.0366249796904,0.0377913693491,0.0379874357724,0.0381835021957,0.0384741648803,0.038764827565,0.0417127842158,0.0446607408666,0.045890589146,0.0471204374254,0.0464663770859,0.0458123167464,0.0462189534062,0.0466255900659,0.0473039725323,0.0479823549986,0.0494455338295,0.0509087126603,0.0520156942324,0.0531226758045,0.0542333061172,0.0553439364299,0.056777200286,0.058210464142,0.0596114019638,0.0610123397857,0.0633984634209,0.0657845870562,0.0686313464973,0.0714781059383,0.0743754020997,0.077272698261
SD,0.041124109156,0.0346569064019,0.0281897036479,0.0335498815324,0.0389100594168,0.0322793372549,0.025648615093,0.0292646685482,0.0328807220035,0.0332772124846,0.0336737029658,0.0340020260429,0.03433034912,0.0348760647444,0.0354217803687,0.0388214673559,0.042221154343,0.0433479929255,0.044474831508,0.0436491591167,0.0428234867254,0.0430216728246,0.0432198589238,0.0439284243747,0.0446369898256,0.0455557616018,0.0464745333781,0.0472633135193,0.0480520936605,0.0482922244049,0.0485323551494,0.0497310213797,0.05092968761,0.0517251205595,0.0525205535089,0.0543689769455,0.0562174003822,0.0583152808944,0.0604131614067,0.0626453361855,0.0648775109643
